year,country,city,stage,home_team,away_team,home_score,away_score,outcome,win_conditions,winning_team,losing_team,date,month,dayofweek
1930,Uruguay,Montevideo,Group 1,France,Mexico,4,1,H,,France,Mexico,13-07-1930,Jul,Sunday
1930,Uruguay,Montevideo,Group 4,Belgium,United States,0,3,A,,United States,Belgium,13-07-1930,Jul,Sunday
1930,Uruguay,Montevideo,Group 2,Brazil,Yugoslavia,1,2,A,,Yugoslavia,Brazil,14-07-1930,Jul,Monday
1930,Uruguay,Montevideo,Group 3,Peru,Romania,1,3,A,,Romania,Peru,14-07-1930,Jul,Monday
1930,Uruguay,Montevideo,Group 1,Argentina,France,1,0,H,,Argentina,France,15-07-1930,Jul,Tuesday
1930,Uruguay,Montevideo,Group 1,Chile,Mexico,3,0,H,,Chile,Mexico,16-07-1930,Jul,Wednesday
1930,Uruguay,Montevideo,Group 2,Bolivia,Yugoslavia,0,4,A,,Yugoslavia,Bolivia,17-07-1930,Jul,Thursday
1930,Uruguay,Montevideo,Group 4,Paraguay,United States,0,3,A,,United States,Paraguay,17-07-1930,Jul,Thursday
1930,Uruguay,Montevideo,Group 3,Uruguay,Peru,1,0,H,,Uruguay,Peru,18-07-1930,Jul,Friday
1930,Uruguay,Montevideo,Group 1,Argentina,Mexico,6,3,H,,Argentina,Mexico,19-07-1930,Jul,Saturday
1930,Uruguay,Montevideo,Group 1,Chile,France,1,0,H,,Chile,France,19-07-1930,Jul,Saturday
1930,Uruguay,Montevideo,Group 4,Belgium,Paraguay,0,1,A,,Paraguay,Belgium,20-07-1930,Jul,Sunday
1930,Uruguay,Montevideo,Group 2,Bolivia,Brazil,0,4,A,,Brazil,Bolivia,20-07-1930,Jul,Sunday
1930,Uruguay,Montevideo,Group 3,Uruguay,Romania,4,0,H,,Uruguay,Romania,21-07-1930,Jul,Monday
1930,Uruguay,Montevideo,Group 1,Argentina,Chile,3,1,H,,Argentina,Chile,22-07-1930,Jul,Tuesday
1930,Uruguay,Montevideo,Semifinals,Argentina,United States,6,1,H,,Argentina,United States,26-07-1930,Jul,Saturday
1930,Uruguay,Montevideo,Semifinals,Uruguay,Yugoslavia,6,1,H,,Uruguay,Yugoslavia,27-07-1930,Jul,Sunday
1930,Uruguay,Montevideo,Final,Uruguay,Argentina,4,2,H,,Uruguay,Argentina,30-07-1930,Jul,Wednesday
1934,Italy,Bologna,Round of 16,Argentina,Sweden,2,3,A,,Sweden,Argentina,27-05-1934,May,Sunday
1934,Italy,Turin,Round of 16,Austria,France,3,2,H,Austria won in AET,Austria,France,27-05-1934,May,Sunday
1934,Italy,Florence,Round of 16,Belgium,Germany,2,5,A,,Germany,Belgium,27-05-1934,May,Sunday
1934,Italy,Genoa,Round of 16,Brazil,Spain,1,3,A,,Spain,Brazil,27-05-1934,May,Sunday
1934,Italy,Trieste,Round of 16,Czechoslovakia,Romania,2,1,H,,Czechoslovakia,Romania,27-05-1934,May,Sunday
1934,Italy,Naples,Round of 16,Egypt,Hungary,2,4,A,,Hungary,Egypt,27-05-1934,May,Sunday
1934,Italy,Rome,Round of 16,Italy,United States,7,1,H,,Italy,United States,27-05-1934,May,Sunday
1934,Italy,Milan,Round of 16,Netherlands,Switzerland,2,3,A,,Switzerland,Netherlands,27-05-1934,May,Sunday
1934,Italy,Bologna,Quarterfinals,Austria,Hungary,2,1,H,,Austria,Hungary,31-05-1934,May,Thursday
1934,Italy,Turin,Quarterfinals,Czechoslovakia,Switzerland,3,2,H,,Czechoslovakia,Switzerland,31-05-1934,May,Thursday
1934,Italy,Milan,Quarterfinals,Germany,Sweden,2,1,H,,Germany,Sweden,31-05-1934,May,Thursday
1934,Italy,Florence,Quarterfinals,Italy,Spain,1,1,D,,NA,NA,31-05-1934,May,Thursday
1934,Italy,Florence,Quarterfinals,Italy,Spain,1,0,H,,Italy,Spain,01-06-1934,Jun,Friday
1934,Italy,Rome,Semifinals,Czechoslovakia,Germany,3,1,H,,Czechoslovakia,Germany,03-06-1934,Jun,Sunday
1934,Italy,Milan,Semifinals,Italy,Austria,1,0,H,,Italy,Austria,03-06-1934,Jun,Sunday
1934,Italy,Naples,Third place,Austria,Germany,2,3,A,,Germany,Austria,07-06-1934,Jun,Thursday
1934,Italy,Rome,Final,Italy,Czechoslovakia,2,1,H,Italy won in AET,Italy,Czechoslovakia,10-06-1934,Jun,Sunday
1938,France,Paris,Round of 16,Germany,Switzerland,1,1,D,,NA,NA,04-06-1938,Jun,Saturday
1938,France,Strasbourg,Round of 16,Brazil,Poland,6,5,H,Brazil won in AET,Brazil,Poland,05-06-1938,Jun,Sunday
1938,France,Toulouse,Round of 16,Cuba,Romania,3,3,D,,NA,NA,05-06-1938,Jun,Sunday
1938,France,Le Havre,Round of 16,Czechoslovakia,Netherlands,3,0,H,Czechoslovakia won in AET,Czechoslovakia,Netherlands,05-06-1938,Jun,Sunday
1938,France,Colombes,Round of 16,France,Belgium,3,1,H,,France,Belgium,05-06-1938,Jun,Sunday
1938,France,Reims,Round of 16,Hungary,Dutch West Indies,6,0,H,,Hungary,Dutch West Indies,05-06-1938,Jun,Sunday
1938,France,Marseille,Round of 16,Italy,Norway,2,1,H,Italy won in AET,Italy,Norway,05-06-1938,Jun,Sunday
1938,France,Toulouse,Round of 16,Cuba,Romania,2,1,H,,Cuba,Romania,09-06-1938,Jun,Thursday
1938,France,Paris,Round of 16,Germany,Switzerland,2,4,A,,Switzerland,Germany,09-06-1938,Jun,Thursday
1938,France,Bordeaux,Quarterfinals,Brazil,Czechoslovakia,1,1,D,,NA,NA,12-06-1938,Jun,Sunday
1938,France,Antibes,Quarterfinals,Cuba,Sweden,0,8,A,,Sweden,Cuba,12-06-1938,Jun,Sunday
1938,France,Colombes,Quarterfinals,France,Italy,1,3,A,,Italy,France,12-06-1938,Jun,Sunday
1938,France,Lille,Quarterfinals,Hungary,Switzerland,2,0,H,,Hungary,Switzerland,12-06-1938,Jun,Sunday
1938,France,Bordeaux,Quarterfinals,Brazil,Czechoslovakia,2,1,H,,Brazil,Czechoslovakia,14-06-1938,Jun,Tuesday
1938,France,Marseille,Semifinals,Brazil,Italy,1,2,A,,Italy,Brazil,16-06-1938,Jun,Thursday
1938,France,Paris,Semifinals,Hungary,Sweden,5,1,H,,Hungary,Sweden,16-06-1938,Jun,Thursday
1938,France,Bordeaux,Third place,Brazil,Sweden,4,2,H,,Brazil,Sweden,19-06-1938,Jun,Sunday
1938,France,Colombes,Final,Hungary,Italy,2,4,A,,Italy,Hungary,19-06-1938,Jun,Sunday
1950,Brazil,Rio de Janeiro,Group 1,Brazil,Mexico,4,0,H,,Brazil,Mexico,24-06-1950,Jun,Saturday
1950,Brazil,Rio de Janeiro,Group 2,Chile,England,0,2,A,,England,Chile,25-06-1950,Jun,Sunday
1950,Brazil,Sao Paulo,Group 3,Italy,Sweden,2,3,A,,Sweden,Italy,25-06-1950,Jun,Sunday
1950,Brazil,Curitiba,Group 2,Spain,United States,3,1,H,,Spain,United States,25-06-1950,Jun,Sunday
1950,Brazil,Belo Horizonte,Group 1,Switzerland,Yugoslavia,0,3,A,,Yugoslavia,Switzerland,25-06-1950,Jun,Sunday
1950,Brazil,Sao Paulo,Group 1,Brazil,Switzerland,2,2,D,,NA,NA,28-06-1950,Jun,Wednesday
1950,Brazil,Porto Alegre,Group 1,Mexico,Yugoslavia,1,4,A,,Yugoslavia,Mexico,28-06-1950,Jun,Wednesday
1950,Brazil,Rio de Janeiro,Group 2,Chile,Spain,0,2,A,,Spain,Chile,29-06-1950,Jun,Thursday
1950,Brazil,Belo Horizonte,Group 2,England,United States,0,1,A,,United States,England,29-06-1950,Jun,Thursday
1950,Brazil,Curitiba,Group 3,Paraguay,Sweden,2,2,D,,NA,NA,29-06-1950,Jun,Thursday
1950,Brazil,Rio de Janeiro,Group 1,Brazil,Yugoslavia,2,0,H,,Brazil,Yugoslavia,01-07-1950,Jul,Saturday
1950,Brazil,Belo Horizonte,Group 4,Bolivia,Uruguay,0,8,A,,Uruguay,Bolivia,02-07-1950,Jul,Sunday
1950,Brazil,Recife,Group 2,Chile,United States,5,2,H,,Chile,United States,02-07-1950,Jul,Sunday
1950,Brazil,Rio de Janeiro,Group 2,England,Spain,0,1,A,,Spain,England,02-07-1950,Jul,Sunday
1950,Brazil,Sao Paulo,Group 3,Italy,Paraguay,2,0,H,,Italy,Paraguay,02-07-1950,Jul,Sunday
1950,Brazil,Porto Alegre,Group 1,Mexico,Switzerland,1,2,A,,Switzerland,Mexico,02-07-1950,Jul,Sunday
1950,Brazil,Rio de Janeiro,Final Round,Brazil,Sweden,7,1,H,,Brazil,Sweden,09-07-1950,Jul,Sunday
1950,Brazil,Sao Paulo,Final Round,Spain,Uruguay,2,2,D,,NA,NA,09-07-1950,Jul,Sunday
1950,Brazil,Rio de Janeiro,Final Round,Brazil,Spain,6,1,H,,Brazil,Spain,13-07-1950,Jul,Thursday
1950,Brazil,Sao Paulo,Final Round,Sweden,Uruguay,2,3,A,,Uruguay,Sweden,13-07-1950,Jul,Thursday
1950,Brazil,Rio de Janeiro,Final Round,Brazil,Uruguay,1,2,A,,Uruguay,Brazil,16-07-1950,Jul,Sunday
1950,Brazil,Sao Paulo,Final Round,Spain,Sweden,1,3,A,,Sweden,Spain,16-07-1950,Jul,Sunday
1954,Switzerland,Zurich,Group 3,Austria,Scotland,1,0,H,,Austria,Scotland,16-06-1954,Jun,Wednesday
1954,Switzerland,Geneva,Group 1,Brazil,Mexico,5,0,H,,Brazil,Mexico,16-06-1954,Jun,Wednesday
1954,Switzerland,Berne,Group 3,Czechoslovakia,Uruguay,0,2,A,,Uruguay,Czechoslovakia,16-06-1954,Jun,Wednesday
1954,Switzerland,Lausanne,Group 1,France,Yugoslavia,0,1,A,,Yugoslavia,France,16-06-1954,Jun,Wednesday
1954,Switzerland,Basel,Group 4,Belgium,England,4,4,D,,NA,NA,17-06-1954,Jun,Thursday
1954,Switzerland,Berne,Group 2,Germany,Turkey,4,1,H,,Germany,Turkey,17-06-1954,Jun,Thursday
1954,Switzerland,Zurich,Group 2,Hungary,South Korea,9,0,H,,Hungary,South Korea,17-06-1954,Jun,Thursday
1954,Switzerland,Lausanne,Group 4,Switzerland,Italy,2,1,H,,Switzerland,Italy,17-06-1954,Jun,Thursday
1954,Switzerland,Zurich,Group 3,Austria,Czechoslovakia,5,0,H,,Austria,Czechoslovakia,19-06-1954,Jun,Saturday
1954,Switzerland,Lausanne,Group 1,Brazil,Yugoslavia,1,1,D,,NA,NA,19-06-1954,Jun,Saturday
1954,Switzerland,Geneva,Group 1,France,Mexico,3,2,H,,France,Mexico,19-06-1954,Jun,Saturday
1954,Switzerland,Basel,Group 3,Scotland,Uruguay,0,7,A,,Uruguay,Scotland,19-06-1954,Jun,Saturday
1954,Switzerland,Lugano,Group 4,Belgium,Italy,1,4,A,,Italy,Belgium,20-06-1954,Jun,Sunday
1954,Switzerland,Basel,Group 2,Germany,Hungary,3,8,A,,Hungary,Germany,20-06-1954,Jun,Sunday
1954,Switzerland,Geneva,Group 2,South Korea,Turkey,0,7,A,,Turkey,South Korea,20-06-1954,Jun,Sunday
1954,Switzerland,Berne,Group 4,Switzerland,England,0,2,A,,England,Switzerland,20-06-1954,Jun,Sunday
1954,Switzerland,Zurich,Group 2,Germany,Turkey,7,2,H,,Germany,Turkey,23-06-1954,Jun,Wednesday
1954,Switzerland,Basel,Group 4,Switzerland,Italy,4,1,H,,Switzerland,Italy,23-06-1954,Jun,Wednesday
1954,Switzerland,Basel,Quarterfinals,England,Uruguay,2,4,A,,Uruguay,England,26-06-1954,Jun,Saturday
1954,Switzerland,Lausanne,Quarterfinals,Switzerland,Austria,5,7,A,,Austria,Switzerland,26-06-1954,Jun,Saturday
1954,Switzerland,Berne,Quarterfinals,Brazil,Hungary,2,4,A,,Hungary,Brazil,27-06-1954,Jun,Sunday
1954,Switzerland,Geneva,Quarterfinals,Germany,Yugoslavia,2,0,H,,Germany,Yugoslavia,27-06-1954,Jun,Sunday
1954,Switzerland,Basel,Semifinals,Austria,Germany,1,6,A,,Germany,Austria,30-06-1954,Jun,Wednesday
1954,Switzerland,Lausanne,Semifinals,Hungary,Uruguay,4,2,H,Hungary won in AET,Hungary,Uruguay,30-06-1954,Jun,Wednesday
1954,Switzerland,Zurich,Third place,Austria,Uruguay,3,1,H,,Austria,Uruguay,03-07-1954,Jul,Saturday
1954,Switzerland,Berne,Final,Germany,Hungary,3,2,H,,Germany,Hungary,04-07-1954,Jul,Sunday
1958,Sweden,Malmo,Group 1,Argentina,Germany,1,3,A,,Germany,Argentina,08-06-1958,Jun,Sunday
1958,Sweden,Uddevalla,Group 4,Austria,Brazil,0,3,A,,Brazil,Austria,08-06-1958,Jun,Sunday
1958,Sweden,Halmstad,Group 1,Czechoslovakia,Northern Ireland,0,1,A,,Northern Ireland,Czechoslovakia,08-06-1958,Jun,Sunday
1958,Sweden,Gothenburg,Group 4,England,Soviet Union,2,2,D,,NA,NA,08-06-1958,Jun,Sunday
1958,Sweden,Norrkoping,Group 2,France,Paraguay,7,3,H,,France,Paraguay,08-06-1958,Jun,Sunday
1958,Sweden,Sandviken,Group 3,Hungary,Wales,1,1,D,,NA,NA,08-06-1958,Jun,Sunday
1958,Sweden,Vasteras,Group 2,Scotland,Yugoslavia,1,1,D,,NA,NA,08-06-1958,Jun,Sunday
1958,Sweden,Solna,Group 3,Sweden,Mexico,3,0,H,,Sweden,Mexico,08-06-1958,Jun,Sunday
1958,Sweden,Halmstad,Group 1,Argentina,Northern Ireland,3,1,H,,Argentina,Northern Ireland,11-06-1958,Jun,Wednesday
1958,Sweden,Boras,Group 4,Austria,Soviet Union,0,2,A,,Soviet Union,Austria,11-06-1958,Jun,Wednesday
1958,Sweden,Gothenburg,Group 4,Brazil,England,0,0,D,,NA,NA,11-06-1958,Jun,Wednesday
1958,Sweden,Helsingborg,Group 1,Czechoslovakia,Germany,2,2,D,,NA,NA,11-06-1958,Jun,Wednesday
1958,Sweden,Vasteras,Group 2,France,Yugoslavia,2,3,A,,Yugoslavia,France,11-06-1958,Jun,Wednesday
1958,Sweden,Solna,Group 3,Mexico,Wales,1,1,D,,NA,NA,11-06-1958,Jun,Wednesday
1958,Sweden,Norrkoping,Group 2,Paraguay,Scotland,3,2,H,,Paraguay,Scotland,11-06-1958,Jun,Wednesday
1958,Sweden,Solna,Group 3,Sweden,Hungary,2,1,H,,Sweden,Hungary,12-06-1958,Jun,Thursday
1958,Sweden,Helsingborg,Group 1,Argentina,Czechoslovakia,1,6,A,,Czechoslovakia,Argentina,15-06-1958,Jun,Sunday
1958,Sweden,Boras,Group 4,Austria,England,2,2,D,,NA,NA,15-06-1958,Jun,Sunday
1958,Sweden,Gothenburg,Group 4,Brazil,Soviet Union,2,0,H,,Brazil,Soviet Union,15-06-1958,Jun,Sunday
1958,Sweden,Orebro,Group 2,France,Scotland,2,1,H,,France,Scotland,15-06-1958,Jun,Sunday
1958,Sweden,Malmo,Group 1,Germany,Northern Ireland,2,2,D,,NA,NA,15-06-1958,Jun,Sunday
1958,Sweden,Sandviken,Group 3,Hungary,Mexico,4,0,H,,Hungary,Mexico,15-06-1958,Jun,Sunday
1958,Sweden,Eskilstuna,Group 2,Paraguay,Yugoslavia,3,3,D,,NA,NA,15-06-1958,Jun,Sunday
1958,Sweden,Solna,Group 3,Sweden,Wales,0,0,D,,NA,NA,15-06-1958,Jun,Sunday
1958,Sweden,Malmo,Group 1,Czechoslovakia,Northern Ireland,1,2,A,Northern Ireland won in AET,Northern Ireland,Czechoslovakia,17-06-1958,Jun,Tuesday
1958,Sweden,Gothenburg,Group 4,England,Soviet Union,0,1,A,,Soviet Union,England,17-06-1958,Jun,Tuesday
1958,Sweden,Solna,Group 3,Hungary,Wales,1,2,A,,Wales,Hungary,17-06-1958,Jun,Tuesday
1958,Sweden,Gothenburg,Quarterfinals,Brazil,Wales,1,0,H,,Brazil,Wales,19-06-1958,Jun,Thursday
1958,Sweden,Norrkoping,Quarterfinals,France,Northern Ireland,4,0,H,,France,Northern Ireland,19-06-1958,Jun,Thursday
1958,Sweden,Malmo,Quarterfinals,Germany,Yugoslavia,1,0,H,,Germany,Yugoslavia,19-06-1958,Jun,Thursday
1958,Sweden,Solna,Quarterfinals,Sweden,Soviet Union,2,0,H,,Sweden,Soviet Union,19-06-1958,Jun,Thursday
1958,Sweden,Solna,Semifinals,Brazil,France,5,2,H,,Brazil,France,24-06-1958,Jun,Tuesday
1958,Sweden,Gothenburg,Semifinals,Sweden,Germany,3,1,H,,Sweden,Germany,24-06-1958,Jun,Tuesday
1958,Sweden,Gothenburg,Third place,France,Germany,6,3,H,,France,Germany,28-06-1958,Jun,Saturday
1958,Sweden,Solna,Final,Sweden,Brazil,2,5,A,,Brazil,Sweden,29-06-1958,Jun,Sunday
1962,Chile,Rancagua,Group 4,Argentina,Bulgaria,1,0,H,,Argentina,Bulgaria,30-05-1962,May,Wednesday
1962,Chile,Vina del Mar,Group 3,Brazil,Mexico,2,0,H,,Brazil,Mexico,30-05-1962,May,Wednesday
1962,Chile,Santiago,Group 2,Chile,Switzerland,3,1,H,,Chile,Switzerland,30-05-1962,May,Wednesday
1962,Chile,Arica,Group 1,Colombia,Uruguay,1,2,A,,Uruguay,Colombia,30-05-1962,May,Wednesday
1962,Chile,Vina del Mar,Group 3,Czechoslovakia,Spain,1,0,H,,Czechoslovakia,Spain,31-05-1962,May,Thursday
1962,Chile,Rancagua,Group 4,England,Hungary,1,2,A,,Hungary,England,31-05-1962,May,Thursday
1962,Chile,Santiago,Group 2,Germany,Italy,0,0,D,,NA,NA,31-05-1962,May,Thursday
1962,Chile,Arica,Group 1,Soviet Union,Yugoslavia,2,0,H,,Soviet Union,Yugoslavia,31-05-1962,May,Thursday
1962,Chile,Rancagua,Group 4,Argentina,England,1,3,A,,England,Argentina,02-06-1962,Jun,Saturday
1962,Chile,Vina del Mar,Group 3,Brazil,Czechoslovakia,0,0,D,,NA,NA,02-06-1962,Jun,Saturday
1962,Chile,Santiago,Group 2,Chile,Italy,2,0,H,,Chile,Italy,02-06-1962,Jun,Saturday
1962,Chile,Arica,Group 1,Uruguay,Yugoslavia,1,3,A,,Yugoslavia,Uruguay,02-06-1962,Jun,Saturday
1962,Chile,Rancagua,Group 4,Bulgaria,Hungary,1,6,A,,Hungary,Bulgaria,03-06-1962,Jun,Sunday
1962,Chile,Arica,Group 1,Colombia,Soviet Union,4,4,D,,NA,NA,03-06-1962,Jun,Sunday
1962,Chile,Santiago,Group 2,Germany,Switzerland,2,1,H,,Germany,Switzerland,03-06-1962,Jun,Sunday
1962,Chile,Vina del Mar,Group 3,Mexico,Spain,0,1,A,,Spain,Mexico,03-06-1962,Jun,Sunday
1962,Chile,Rancagua,Group 4,Argentina,Hungary,0,0,D,,NA,NA,06-06-1962,Jun,Wednesday
1962,Chile,Vina del Mar,Group 3,Brazil,Spain,2,1,H,,Brazil,Spain,06-06-1962,Jun,Wednesday
1962,Chile,Santiago,Group 2,Chile,Germany,0,2,A,,Germany,Chile,06-06-1962,Jun,Wednesday
1962,Chile,Arica,Group 1,Soviet Union,Uruguay,2,1,H,,Soviet Union,Uruguay,06-06-1962,Jun,Wednesday
1962,Chile,Rancagua,Group 4,Bulgaria,England,0,0,D,,NA,NA,07-06-1962,Jun,Thursday
1962,Chile,Arica,Group 1,Colombia,Yugoslavia,0,5,A,,Yugoslavia,Colombia,07-06-1962,Jun,Thursday
1962,Chile,Vina del Mar,Group 3,Czechoslovakia,Mexico,1,3,A,,Mexico,Czechoslovakia,07-06-1962,Jun,Thursday
1962,Chile,Santiago,Group 2,Italy,Switzerland,3,0,H,,Italy,Switzerland,07-06-1962,Jun,Thursday
1962,Chile,Vina del Mar,Quarterfinals,Brazil,England,3,1,H,,Brazil,England,10-06-1962,Jun,Sunday
1962,Chile,Arica,Quarterfinals,Chile,Soviet Union,2,1,H,,Chile,Soviet Union,10-06-1962,Jun,Sunday
1962,Chile,Rancagua,Quarterfinals,Czechoslovakia,Hungary,1,0,H,,Czechoslovakia,Hungary,10-06-1962,Jun,Sunday
1962,Chile,Santiago,Quarterfinals,Germany,Yugoslavia,0,1,A,,Yugoslavia,Germany,10-06-1962,Jun,Sunday
1962,Chile,Santiago,Semifinals,Chile,Brazil,2,4,A,,Brazil,Chile,13-06-1962,Jun,Wednesday
1962,Chile,Vina del Mar,Semifinals,Czechoslovakia,Yugoslavia,3,1,H,,Czechoslovakia,Yugoslavia,13-06-1962,Jun,Wednesday
1962,Chile,Santiago,Third place,Chile,Yugoslavia,1,0,H,,Chile,Yugoslavia,16-06-1962,Jun,Saturday
1962,Chile,Santiago,Final,Brazil,Czechoslovakia,3,1,H,,Brazil,Czechoslovakia,17-06-1962,Jun,Sunday
1966,England,London,Group 1,England,Uruguay,0,0,D,,NA,NA,11-07-1966,Jul,Monday
1966,England,Liverpool,Group 3,Brazil,Bulgaria,2,0,H,,Brazil,Bulgaria,12-07-1966,Jul,Tuesday
1966,England,Sheffield,Group 2,Germany,Switzerland,5,0,H,,Germany,Switzerland,12-07-1966,Jul,Tuesday
1966,England,Middlesbrough,Group 4,North Korea,Soviet Union,0,3,A,,Soviet Union,North Korea,12-07-1966,Jul,Tuesday
1966,England,Birmingham,Group 2,Argentina,Spain,2,1,H,,Argentina,Spain,13-07-1966,Jul,Wednesday
1966,England,Sunderland,Group 4,Chile,Italy,0,2,A,,Italy,Chile,13-07-1966,Jul,Wednesday
1966,England,London,Group 1,France,Mexico,1,1,D,,NA,NA,13-07-1966,Jul,Wednesday
1966,England,Manchester,Group 3,Hungary,Portugal,1,3,A,,Portugal,Hungary,13-07-1966,Jul,Wednesday
1966,England,Liverpool,Group 3,Brazil,Hungary,1,3,A,,Hungary,Brazil,15-07-1966,Jul,Friday
1966,England,Middlesbrough,Group 4,Chile,North Korea,1,1,D,,NA,NA,15-07-1966,Jul,Friday
1966,England,London,Group 1,France,Uruguay,1,2,A,,Uruguay,France,15-07-1966,Jul,Friday
1966,England,Sheffield,Group 2,Spain,Switzerland,2,1,H,,Spain,Switzerland,15-07-1966,Jul,Friday
1966,England,Birmingham,Group 2,Argentina,Germany,0,0,D,,NA,NA,16-07-1966,Jul,Saturday
1966,England,Manchester,Group 3,Bulgaria,Portugal,0,3,A,,Portugal,Bulgaria,16-07-1966,Jul,Saturday
1966,England,London,Group 1,England,Mexico,2,0,H,,England,Mexico,16-07-1966,Jul,Saturday
1966,England,Sunderland,Group 4,Italy,Soviet Union,0,1,A,,Soviet Union,Italy,16-07-1966,Jul,Saturday
1966,England,Sheffield,Group 2,Argentina,Switzerland,2,0,H,,Argentina,Switzerland,19-07-1966,Jul,Tuesday
1966,England,Liverpool,Group 3,Brazil,Portugal,1,3,A,,Portugal,Brazil,19-07-1966,Jul,Tuesday
1966,England,Middlesbrough,Group 4,Italy,North Korea,0,1,A,,North Korea,Italy,19-07-1966,Jul,Tuesday
1966,England,London,Group 1,Mexico,Uruguay,0,0,D,,NA,NA,19-07-1966,Jul,Tuesday
1966,England,Manchester,Group 3,Bulgaria,Hungary,1,3,A,,Hungary,Bulgaria,20-07-1966,Jul,Wednesday
1966,England,Sunderland,Group 4,Chile,Soviet Union,1,2,A,,Soviet Union,Chile,20-07-1966,Jul,Wednesday
1966,England,London,Group 1,England,France,2,0,H,,England,France,20-07-1966,Jul,Wednesday
1966,England,Birmingham,Group 2,Germany,Spain,2,1,H,,Germany,Spain,20-07-1966,Jul,Wednesday
1966,England,London,Quarterfinals,England,Argentina,1,0,H,,England,Argentina,23-07-1966,Jul,Saturday
1966,England,Sheffield,Quarterfinals,Germany,Uruguay,4,0,H,,Germany,Uruguay,23-07-1966,Jul,Saturday
1966,England,Sunderland,Quarterfinals,Hungary,Soviet Union,1,2,A,,Soviet Union,Hungary,23-07-1966,Jul,Saturday
1966,England,Liverpool,Quarterfinals,North Korea,Portugal,3,5,A,,Portugal,North Korea,23-07-1966,Jul,Saturday
1966,England,Liverpool,Semifinals,Germany,Soviet Union,2,1,H,,Germany,Soviet Union,25-07-1966,Jul,Monday
1966,England,London,Semifinals,England,Portugal,2,1,H,,England,Portugal,26-07-1966,Jul,Tuesday
1966,England,London,Third place,Portugal,Soviet Union,2,1,H,,Portugal,Soviet Union,28-07-1966,Jul,Thursday
1966,England,London,Final,England,Germany,4,2,H,England won in AET,England,Germany,30-07-1966,Jul,Saturday
1970,Mexico,Mexico City,Group 1,Mexico,Soviet Union,0,0,D,,NA,NA,31-05-1970,May,Sunday
1970,Mexico,Leon,Group 4,Bulgaria,Peru,2,3,A,,Peru,Bulgaria,02-06-1970,Jun,Tuesday
1970,Mexico,Guadalajara,Group 3,England,Romania,1,0,H,,England,Romania,02-06-1970,Jun,Tuesday
1970,Mexico,Puebla,Group 2,Israel,Uruguay,0,2,A,,Uruguay,Israel,02-06-1970,Jun,Tuesday
1970,Mexico,Mexico City,Group 1,Belgium,El Salvador,3,0,H,,Belgium,El Salvador,03-06-1970,Jun,Wednesday
1970,Mexico,Guadalajara,Group 3,Brazil,Czechoslovakia,4,1,H,,Brazil,Czechoslovakia,03-06-1970,Jun,Wednesday
1970,Mexico,Leon,Group 4,Germany,Morocco,2,1,H,,Germany,Morocco,03-06-1970,Jun,Wednesday
1970,Mexico,Toluca,Group 2,Italy,Sweden,1,0,H,,Italy,Sweden,03-06-1970,Jun,Wednesday
1970,Mexico,Mexico City,Group 1,Belgium,Soviet Union,1,4,A,,Soviet Union,Belgium,06-06-1970,Jun,Saturday
1970,Mexico,Guadalajara,Group 3,Czechoslovakia,Romania,1,2,A,,Romania,Czechoslovakia,06-06-1970,Jun,Saturday
1970,Mexico,Puebla,Group 2,Italy,Uruguay,0,0,D,,NA,NA,06-06-1970,Jun,Saturday
1970,Mexico,Leon,Group 4,Morocco,Peru,0,3,A,,Peru,Morocco,06-06-1970,Jun,Saturday
1970,Mexico,Guadalajara,Group 3,Brazil,England,1,0,H,,Brazil,England,07-06-1970,Jun,Sunday
1970,Mexico,Leon,Group 4,Bulgaria,Germany,2,5,A,,Germany,Bulgaria,07-06-1970,Jun,Sunday
1970,Mexico,Toluca,Group 2,Israel,Sweden,1,1,D,,NA,NA,07-06-1970,Jun,Sunday
1970,Mexico,Mexico City,Group 1,Mexico,El Salvador,4,0,H,,Mexico,El Salvador,07-06-1970,Jun,Sunday
1970,Mexico,Guadalajara,Group 3,Brazil,Romania,3,2,H,,Brazil,Romania,10-06-1970,Jun,Wednesday
1970,Mexico,Mexico City,Group 1,El Salvador,Soviet Union,0,2,A,,Soviet Union,El Salvador,10-06-1970,Jun,Wednesday
1970,Mexico,Leon,Group 4,Germany,Peru,3,1,H,,Germany,Peru,10-06-1970,Jun,Wednesday
1970,Mexico,Puebla,Group 2,Sweden,Uruguay,1,0,H,,Sweden,Uruguay,10-06-1970,Jun,Wednesday
1970,Mexico,Leon,Group 4,Bulgaria,Morocco,1,1,D,,NA,NA,11-06-1970,Jun,Thursday
1970,Mexico,Guadalajara,Group 3,Czechoslovakia,England,0,1,A,,England,Czechoslovakia,11-06-1970,Jun,Thursday
1970,Mexico,Toluca,Group 2,Israel,Italy,0,0,D,,NA,NA,11-06-1970,Jun,Thursday
1970,Mexico,Mexico City,Group 1,Mexico,Belgium,1,0,H,,Mexico,Belgium,11-06-1970,Jun,Thursday
1970,Mexico,Guadalajara,Quarterfinals,Brazil,Peru,4,2,H,,Brazil,Peru,14-06-1970,Jun,Sunday
1970,Mexico,Leon,Quarterfinals,England,Germany,2,3,A,Germany won in AET,Germany,England,14-06-1970,Jun,Sunday
1970,Mexico,Toluca,Quarterfinals,Mexico,Italy,1,4,A,,Italy,Mexico,14-06-1970,Jun,Sunday
